type   n   time 
cached        123201  0.450416000000000     
both        123201  0.311419000000000     
builtin        123201  0.468315000000000     
basic_o2        123201  1.813900000000000E-002
dotproduct_o2        123201  3.290300000000000E-002
cached_o2        123201  2.702500000000000E-002
both_o2        123201  3.100200000000000E-002
builtin_o2        123201  1.889700000000000E-002
basic        123904  0.531679000000000     
dotproduct        123904  0.234810000000000     
cached        123904  0.469974000000000     
both        123904  0.372186000000000     
builtin        123904  0.468468000000000     
basic_o2        123904  1.788700000000000E-002
dotproduct_o2        123904  4.491700000000000E-002
cached_o2        123904  2.688400000000000E-002
both_o2        123904  3.810100000000000E-002
builtin_o2        123904  1.660400000000000E-002
basic        124609  0.509783000000000     
dotproduct        124609  0.188573000000000     
cached        124609  0.429596000000000     
both        124609  0.312796000000000     
builtin        124609  0.437808000000000     
basic_o2        124609  1.947800000000000E-002
dotproduct_o2        124609  3.502800000000000E-002
cached_o2        124609  2.652300000000000E-002
both_o2        124609  3.054100000000000E-002
builtin_o2        124609  1.825800000000000E-002
basic        125316  0.528537000000000     
dotproduct        125316  0.216673000000000     
cached        125316  0.490743000000000     
both        125316  0.332274000000000     
builtin        125316  0.475202000000000     
basic_o2        125316  1.805600000000000E-002
dotproduct_o2        125316  3.483200000000000E-002
cached_o2        125316  2.745200000000000E-002
both_o2        125316  3.170300000000000E-002
builtin_o2        125316  1.760200000000000E-002
basic        126025  0.483149000000000     
dotproduct        126025  0.207353000000000     
cached        126025  0.463134000000000     
both        126025  0.330460000000000     
builtin        126025  0.461751000000000     
basic_o2        126025  1.733100000000000E-002
dotproduct_o2        126025  3.376200000000000E-002
cached_o2        126025  2.647800000000000E-002
both_o2        126025  3.042000000000000E-002
builtin_o2        126025  1.747900000000000E-002
basic        126736  0.442586000000000     
dotproduct        126736  0.191798000000000     
cached        126736  0.460697000000000     
both        126736  0.330481000000000     
builtin        126736  0.457009000000000     
basic_o2        126736  1.732100000000000E-002
dotproduct_o2        126736  3.309600000000000E-002
cached_o2        126736  2.736100000000000E-002
both_o2        126736  3.235300000000000E-002
builtin_o2        126736  1.942500000000000E-002
basic        127449  0.466941000000000     
dotproduct        127449  0.206513000000000     
cached        127449  0.480900000000000     
both        127449  0.334780000000000     
builtin        127449  0.482599000000000     
basic_o2        127449  2.116000000000000E-002
dotproduct_o2        127449  4.089400000000000E-002
cached_o2        127449  3.059600000000000E-002
both_o2        127449  3.612100000000000E-002
builtin_o2        127449  2.075900000000000E-002
basic        128164  0.495805000000000     
dotproduct        128164  0.218351000000000     
cached        128164  0.473394000000000     
both        128164  0.334607000000000     
builtin        128164  0.454701000000000     
basic_o2        128164  1.968700000000000E-002
dotproduct_o2        128164  3.441600000000000E-002
cached_o2        128164  2.815100000000000E-002
both_o2        128164  3.155500000000000E-002
builtin_o2        128164  1.873100000000000E-002
basic        128881  0.458940000000000     
dotproduct        128881  0.207029000000000     
cached        128881  0.445780000000000     
both        128881  0.323092000000000     
builtin        128881  0.441379000000000     
basic_o2        128881  2.013700000000000E-002
dotproduct_o2        128881  3.464400000000000E-002
cached_o2        128881  2.931500000000000E-002
both_o2        128881  3.226700000000000E-002
builtin_o2        128881  1.835800000000000E-002
basic        129600  0.459219000000000     
dotproduct        129600  0.190807000000000     
cached        129600  0.468754000000000     
both        129600  0.300727000000000     
builtin        129600  0.447625000000000     
basic_o2        129600  1.740800000000000E-002
dotproduct_o2        129600  3.498100000000001E-002
cached_o2        129600  2.687900000000000E-002
both_o2        129600  3.194500000000000E-002
builtin_o2        129600  1.626400000000000E-002
basic        130321  0.464625000000000     
dotproduct        130321  0.192609000000000     
cached        130321  0.434915000000000     
both        130321  0.314221000000000     
builtin        130321  0.445047000000000     
basic_o2        130321  1.697000000000000E-002
dotproduct_o2        130321  3.521700000000000E-002
cached_o2        130321  2.798900000000000E-002
both_o2        130321  3.170700000000000E-002
builtin_o2        130321  1.732700000000000E-002
basic        131044  0.470501000000000     
dotproduct        131044  0.223011000000000     
cached        131044  0.546227000000000     
both        131044  0.419579000000000     
builtin        131044  0.510832000000000     
basic_o2        131044  1.845100000000000E-002
dotproduct_o2        131044  3.719100000000000E-002
cached_o2        131044  3.027700000000000E-002
both_o2        131044  3.339900000000000E-002
builtin_o2        131044  1.898200000000000E-002
basic        131769  0.498080000000000     
dotproduct        131769  0.233232000000000     
cached        131769  0.491245000000000     
both        131769  0.336712000000000     
builtin        131769  0.504531000000000     
basic_o2        131769  2.098700000000000E-002
dotproduct_o2        131769  3.993000000000000E-002
cached_o2        131769  3.326700000000000E-002
both_o2        131769  3.908900000000000E-002
builtin_o2        131769  2.125800000000000E-002
basic        132496  0.596984000000000     
dotproduct        132496  0.246274000000000     
cached        132496  0.545838000000000     
both        132496  0.469262000000000     
builtin        132496  0.503044000000000     
basic_o2        132496  2.021700000000000E-002
dotproduct_o2        132496  3.777800000000001E-002
cached_o2        132496  3.065400000000000E-002
both_o2        132496  3.317600000000000E-002
builtin_o2        132496  1.974700000000000E-002
basic        133225  0.533460000000000     
dotproduct        133225  0.202339000000000     
cached        133225  0.478187000000000     
both        133225  0.340269000000000     
builtin        133225  0.527025000000000     
basic_o2        133225  1.909500000000000E-002
dotproduct_o2        133225  3.517200000000000E-002
cached_o2        133225  3.025900000000000E-002
both_o2        133225  3.334200000000000E-002
builtin_o2        133225  1.919000000000000E-002
basic        133956  0.491409000000000     
dotproduct        133956  0.207938000000000     
cached        133956  0.497464000000000     
both        133956  0.385745000000000     
builtin        133956  0.516066000000000     
basic_o2        133956  2.093900000000000E-002
dotproduct_o2        133956  4.401100000000000E-002
cached_o2        133956  3.488600000000000E-002
both_o2        133956  4.008800000000000E-002
builtin_o2        133956  2.161200000000000E-002
basic        134689  0.637836000000000     
dotproduct        134689  0.278998000000000     
cached        134689  0.499404000000000     
both        134689  0.379234000000000     
builtin        134689  0.520306000000000     
basic_o2        134689  2.470000000000000E-002
dotproduct_o2        134689  4.991900000000000E-002
cached_o2        134689  3.634400000000000E-002
both_o2        134689  3.586500000000000E-002
builtin_o2        134689  2.167500000000000E-002
basic        135424  0.607733000000000     
dotproduct        135424  0.283681000000000     
cached        135424  0.587526000000000     
both        135424  0.394201000000000     
builtin        135424  0.532309000000000     
basic_o2        135424  1.932900000000000E-002
dotproduct_o2        135424  4.969300000000000E-002
cached_o2        135424  3.061500000000000E-002
both_o2        135424  4.027900000000000E-002
builtin_o2        135424  1.850600000000000E-002
basic        136161  0.558344000000000     
dotproduct        136161  0.213637000000000     
cached        136161  0.525705000000000     
both        136161  0.339901000000000     
builtin        136161  0.483033000000000     
basic_o2        136161  1.941800000000000E-002
dotproduct_o2        136161  3.666900000000000E-002
cached_o2        136161  3.012100000000000E-002
both_o2        136161  3.391200000000000E-002
builtin_o2        136161  1.938100000000000E-002
basic        136900  0.505024000000000     
dotproduct        136900  0.211375000000000     
cached        136900  0.485283000000000     
both        136900  0.375035000000000     
builtin        136900  0.492404000000000     
basic_o2        136900  2.097200000000000E-002
dotproduct_o2        136900  4.554399999999999E-002
cached_o2        136900  3.612600000000000E-002
both_o2        136900  3.856600000000000E-002
builtin_o2        136900  2.158000000000000E-002
basic        137641  0.617327000000000     
dotproduct        137641  0.246746000000000     
cached        137641  0.566526000000000     
both        137641  0.435305000000000     
builtin        137641  0.562139000000000     
basic_o2        137641  2.034100000000000E-002
dotproduct_o2        137641  4.338200000000000E-002
cached_o2        137641  3.274100000000000E-002
both_o2        137641  3.613400000000000E-002
builtin_o2        137641  2.193200000000000E-002
basic        138384  0.531694000000000     
dotproduct        138384  0.232451000000000     
cached        138384  0.528828000000000     
both        138384  0.379375000000000     
builtin        138384  0.510586000000000     
basic_o2        138384  1.999800000000000E-002
dotproduct_o2        138384  3.776700000000000E-002
cached_o2        138384  3.076700000000000E-002
both_o2        138384  3.364000000000000E-002
builtin_o2        138384  2.008000000000000E-002
basic        139129  0.540997000000000     
dotproduct        139129  0.249889000000000     
cached        139129  0.560039000000000     
both        139129  0.383437000000000     
builtin        139129  0.554996000000000     
basic_o2        139129  2.086100000000000E-002
dotproduct_o2        139129  3.858200000000001E-002
cached_o2        139129  3.450000000000000E-002
both_o2        139129  3.864300000000000E-002
builtin_o2        139129  2.272700000000000E-002
basic        139876  0.578223000000000     
dotproduct        139876  0.237968000000000     
cached        139876  0.538507000000000     
both        139876  0.403392000000000     
builtin        139876  0.508245000000000     
basic_o2        139876  2.124200000000000E-002
dotproduct_o2        139876  4.290400000000000E-002
cached_o2        139876  3.494000000000000E-002
both_o2        139876  4.055100000000000E-002
builtin_o2        139876  2.562100000000000E-002
basic        140625  0.564862000000000     
dotproduct        140625  0.249797000000000     
cached        140625  0.501797000000000     
both        140625  0.360615000000000     
builtin        140625  0.566857000000000     
basic_o2        140625  2.233600000000000E-002
dotproduct_o2        140625  4.228300000000000E-002
cached_o2        140625  3.697300000000000E-002
both_o2        140625  4.152200000000000E-002
builtin_o2        140625  2.277000000000000E-002
basic        141376  0.553676000000000     
dotproduct        141376  0.220534000000000     
cached        141376  0.522695000000000     
both        141376  0.356194000000000     
builtin        141376  0.577557000000000     
basic_o2        141376  2.279000000000000E-002
dotproduct_o2        141376  4.074500000000000E-002
cached_o2        141376  3.251200000000000E-002
both_o2        141376  3.916000000000000E-002
builtin_o2        141376  2.015100000000000E-002
basic        142129  0.546296000000000     
dotproduct        142129  0.226131000000000     
cached        142129  0.576426000000000     
both        142129  0.394034000000000     
builtin        142129  0.524575000000000     
basic_o2        142129  2.050000000000000E-002
dotproduct_o2        142129  3.950800000000000E-002
cached_o2        142129  3.048600000000000E-002
both_o2        142129  3.535400000000000E-002
builtin_o2        142129  2.412300000000000E-002
basic        142884  0.543746000000000     
dotproduct        142884  0.224816000000000     
cached        142884  0.515596000000000     
both        142884  0.374578000000000     
builtin        142884  0.523377000000000     
basic_o2        142884  2.143100000000000E-002
dotproduct_o2        142884  3.920700000000000E-002
cached_o2        142884  3.266500000000000E-002
both_o2        142884  3.574300000000000E-002
builtin_o2        142884  2.073500000000000E-002
basic        143641  0.546198000000000     
dotproduct        143641  0.231975000000000     
cached        143641  0.514037000000000     
both        143641  0.382024000000000     
builtin        143641  0.525673000000000     
basic_o2        143641  2.100300000000000E-002
dotproduct_o2        143641  3.997900000000000E-002
cached_o2        143641  3.577300000000000E-002
both_o2        143641  3.684299999999999E-002
builtin_o2        143641  2.020700000000000E-002
basic        144400  0.545102000000000     
dotproduct        144400  0.227103000000000     
cached        144400  0.530642000000000     
both        144400  0.389914000000000     
builtin        144400  0.538102000000000     
basic_o2        144400  2.173700000000000E-002
dotproduct_o2        144400  3.995400000000000E-002
cached_o2        144400  3.348300000000000E-002
both_o2        144400  3.700400000000000E-002
builtin_o2        144400  2.156300000000000E-002
basic        145161  0.556326000000000     
dotproduct        145161  0.241837000000000     
cached        145161  0.536284000000000     
both        145161  0.431382000000000     
builtin        145161  0.601418000000000     
basic_o2        145161  2.356000000000000E-002
dotproduct_o2        145161  4.751900000000000E-002
cached_o2        145161  3.352000000000000E-002
both_o2        145161  3.743500000000000E-002
builtin_o2        145161  2.197300000000000E-002
basic        145924  0.588081000000000     
dotproduct        145924  0.256307000000000     
cached        145924  0.545045000000000     
both        145924  0.372319000000000     
builtin        145924  0.528381000000000     
basic_o2        145924  2.136800000000000E-002
dotproduct_o2        145924  4.052600000000000E-002
cached_o2        145924  3.396100000000000E-002
both_o2        145924  3.634900000000000E-002
builtin_o2        145924  2.187200000000000E-002
basic        146689  0.550023000000000     
dotproduct        146689  0.232062000000000     
cached        146689  0.530799000000000     
both        146689  0.371291000000000     
builtin        146689  0.529918000000000     
basic_o2        146689  2.274500000000000E-002
dotproduct_o2        146689  4.067100000000000E-002
cached_o2        146689  3.452000000000000E-002
both_o2        146689  3.700700000000000E-002
builtin_o2        146689  2.185300000000000E-002
basic        147456  0.877272000000000     
dotproduct        147456  0.454067000000000     
cached        147456  0.604167000000000     
both        147456  0.499018000000000     
builtin        147456  0.563561000000000     
basic_o2        147456  2.540300000000000E-002
dotproduct_o2        147456  0.100679000000000     
cached_o2        147456  3.830600000000000E-002
both_o2        147456  8.453500000000000E-002
builtin_o2        147456  2.518000000000000E-002
basic        148225  0.690317000000000     
dotproduct        148225  0.233549000000000     
cached        148225  0.568524000000000     
both        148225  0.380154000000000     
builtin        148225  0.541460000000000     
basic_o2        148225  2.074800000000000E-002
dotproduct_o2        148225  4.313100000000000E-002
cached_o2        148225  3.274500000000000E-002
both_o2        148225  3.696600000000000E-002
builtin_o2        148225  2.135100000000000E-002
basic        148996  0.559396000000000     
dotproduct        148996  0.232541000000000     
cached        148996  0.575669000000000     
both        148996  0.536210000000000     
builtin        148996  0.588304000000000     
basic_o2        148996  2.239800000000000E-002
dotproduct_o2        148996  5.054300000000000E-002
cached_o2        148996  3.944400000000001E-002
both_o2        148996  4.249300000000000E-002
builtin_o2        148996  2.615100000000000E-002
basic        149769  0.588198000000000     
dotproduct        149769  0.236246000000000     
cached        149769  0.543415000000000     
both        149769  0.529192000000000     
builtin        149769  0.613127000000000     
basic_o2        149769  2.284700000000000E-002
dotproduct_o2        149769  4.508700000000000E-002
cached_o2        149769  3.647400000000000E-002
both_o2        149769  4.180499999999999E-002
builtin_o2        149769  2.331100000000000E-002
basic        150544  0.606929000000000     
dotproduct        150544  0.242566000000000     
cached        150544  0.552104000000000     
both        150544  0.386163000000000     
builtin        150544  0.581680000000000     
basic_o2        150544  2.162600000000000E-002
dotproduct_o2        150544  4.253600000000000E-002
cached_o2        150544  3.495000000000000E-002
both_o2        150544  3.681100000000000E-002
builtin_o2        150544  2.277800000000000E-002
basic        151321  0.579681000000000     
dotproduct        151321  0.262840000000000     
cached        151321  0.612700000000000     
both        151321  0.465742000000000     
builtin        151321  0.578019000000000     
basic_o2        151321  2.458800000000000E-002
dotproduct_o2        151321  4.989400000000000E-002
cached_o2        151321  4.174300000000000E-002
both_o2        151321  4.727100000000000E-002
builtin_o2        151321  2.566300000000000E-002
basic        152100  0.693389000000000     
dotproduct        152100  0.263131000000000     
cached        152100  0.638294000000000     
both        152100  0.411846000000000     
builtin        152100  0.583872000000000     
basic_o2        152100  2.300600000000000E-002
dotproduct_o2        152100  4.488300000000001E-002
cached_o2        152100  3.595700000000000E-002
both_o2        152100  4.078800000000000E-002
builtin_o2        152100  2.421600000000000E-002
basic        152881  0.603433000000000     
dotproduct        152881  0.248104000000000     
cached        152881  0.553034000000000     
both        152881  0.408377000000000     
builtin        152881  0.570338000000000     
basic_o2        152881  2.420900000000000E-002
dotproduct_o2        152881  4.341800000000000E-002
cached_o2        152881  3.662600000000000E-002
both_o2        152881  4.090800000000000E-002
builtin_o2        152881  2.440100000000000E-002
basic        153664  0.595289000000000     
dotproduct        153664  0.246918000000000     
cached        153664  0.566080000000000     
both        153664  0.385206000000000     
builtin        153664  0.582426000000000     
basic_o2        153664  2.325800000000000E-002
dotproduct_o2        153664  4.974900000000000E-002
cached_o2        153664  3.862900000000000E-002
both_o2        153664  4.165800000000000E-002
builtin_o2        153664  2.140200000000000E-002
basic        154449  0.700512000000000     
dotproduct        154449  0.267827000000000     
cached        154449  0.593599000000000     
both        154449  0.414815000000000     
builtin        154449  0.608623000000000     
basic_o2        154449  2.291400000000000E-002
dotproduct_o2        154449  4.388300000000001E-002
cached_o2        154449  3.539100000000000E-002
both_o2        154449  4.282500000000000E-002
builtin_o2        154449  2.266300000000000E-002
basic        155236  0.628401000000000     
dotproduct        155236  0.292424000000000     
cached        155236  0.586957000000000     
both        155236  0.521856000000000     
builtin        155236  0.676154000000000     
basic_o2        155236  2.377300000000000E-002
dotproduct_o2        155236  5.047400000000000E-002
cached_o2        155236  3.577600000000000E-002
both_o2        155236  4.329500000000000E-002
builtin_o2        155236  2.234100000000000E-002
basic        156025  0.668405000000000     
dotproduct        156025  0.308715000000000     
cached        156025  0.647554000000000     
both        156025  0.436092000000000     
builtin        156025  0.595590000000000     
basic_o2        156025  2.433000000000000E-002
dotproduct_o2        156025  5.499800000000000E-002
cached_o2        156025  3.993100000000000E-002
both_o2        156025  4.370900000000000E-002
builtin_o2        156025  2.402200000000000E-002
basic        156816  0.688726000000000     
dotproduct        156816  0.268169000000000     
cached        156816  0.641782000000000     
both        156816  0.470354000000000     
builtin        156816  0.646832000000000     
basic_o2        156816  2.397800000000000E-002
dotproduct_o2        156816  4.621500000000001E-002
cached_o2        156816  4.259000000000000E-002
both_o2        156816  4.377900000000001E-002
builtin_o2        156816  2.700700000000000E-002
basic        157609  0.674257000000000     
dotproduct        157609  0.279902000000000     
cached        157609  0.649658000000000     
both        157609  0.476744000000000     
builtin        157609  0.617544000000000     
basic_o2        157609  2.478300000000000E-002
dotproduct_o2        157609  4.580000000000000E-002
cached_o2        157609  3.748100000000000E-002
both_o2        157609  4.254800000000000E-002
builtin_o2        157609  2.459600000000000E-002
basic        158404  0.642414000000000     
dotproduct        158404  0.273581000000000     
cached        158404  0.589946000000000     
both        158404  0.430182000000000     
builtin        158404  0.605993000000000     
basic_o2        158404  2.543100000000000E-002
dotproduct_o2        158404  5.343300000000000E-002
cached_o2        158404  3.735700000000000E-002
both_o2        158404  4.437100000000000E-002
builtin_o2        158404  2.571900000000000E-002
basic        159201  0.660427000000000     
dotproduct        159201  0.262130000000000     
cached        159201  0.605588000000000     
both        159201  0.524580000000000     
builtin        159201  0.616886000000000     
basic_o2        159201  2.550100000000000E-002
dotproduct_o2        159201  4.861900000000000E-002
cached_o2        159201  3.788800000000000E-002
both_o2        159201  4.293400000000000E-002
builtin_o2        159201  2.631500000000000E-002
basic        160000  0.690448000000000     
dotproduct        160000  0.291243000000000     
cached        160000  0.593032000000000     
both        160000  0.457411000000000     
builtin        160000  0.605383000000000     
basic_o2        160000  2.353800000000000E-002
dotproduct_o2        160000  6.092599999999999E-002
cached_o2        160000  3.693500000000000E-002
both_o2        160000  4.940500000000000E-002
builtin_o2        160000  2.358400000000000E-002
basic        160801  0.694470000000000     
dotproduct        160801  0.291602000000000     
cached        160801  0.638379000000000     
both        160801  0.494012000000000     
builtin        160801  0.635978000000000     
basic_o2        160801  2.411400000000000E-002
dotproduct_o2        160801  4.738500000000000E-002
cached_o2        160801  4.189900000000000E-002
both_o2        160801  4.624700000000000E-002
builtin_o2        160801  2.683500000000000E-002
basic        161604  0.753686000000000     
dotproduct        161604  0.276832000000000     
cached        161604  0.649801000000000     
both        161604  0.463317000000000     
builtin        161604  0.650061000000000     
basic_o2        161604  2.496600000000000E-002
dotproduct_o2        161604  4.883200000000000E-002
cached_o2        161604  3.925800000000000E-002
both_o2        161604  4.392300000000000E-002
builtin_o2        161604  2.666000000000000E-002
basic        162409  0.643785000000000     
dotproduct        162409  0.274179000000000     
cached        162409  0.635846000000000     
both        162409  0.479692000000000     
builtin        162409  0.693936000000000     
basic_o2        162409  2.615300000000000E-002
dotproduct_o2        162409  5.073900000000000E-002
cached_o2        162409  4.480199999999999E-002
both_o2        162409  4.570900000000000E-002
builtin_o2        162409  2.589500000000000E-002
basic        163216  0.672271000000000     
dotproduct        163216  0.274990000000000     
cached        163216  0.635680000000000     
both        163216  0.444393000000000     
builtin        163216  0.615125000000000     
basic_o2        163216  2.564000000000000E-002
dotproduct_o2        163216  4.826000000000000E-002
cached_o2        163216  3.963700000000000E-002
both_o2        163216  4.186900000000000E-002
builtin_o2        163216  2.491200000000000E-002
basic        164025  0.648371000000000     
dotproduct        164025  0.282506000000000     
cached        164025  0.616979000000000     
both        164025  0.508044000000000     
builtin        164025  0.676624000000000     
basic_o2        164025  2.596700000000000E-002
dotproduct_o2        164025  5.109300000000000E-002
cached_o2        164025  4.222400000000000E-002
both_o2        164025  5.122300000000000E-002
builtin_o2        164025  2.807000000000000E-002
basic        164836  0.724005000000000     
dotproduct        164836  0.282613000000000     
cached        164836  0.619321000000000     
both        164836  0.447224000000000     
builtin        164836  0.634943000000000     
basic_o2        164836  2.634600000000000E-002
dotproduct_o2        164836  5.091300000000000E-002
cached_o2        164836  4.054600000000000E-002
both_o2        164836  4.487000000000000E-002
builtin_o2        164836  2.505000000000000E-002
basic        165649  0.677331000000000     
dotproduct        165649  0.293947000000000     
cached        165649  0.724417000000000     
both        165649  0.785218000000000     
builtin        165649  0.759238000000000     
basic_o2        165649  2.970900000000000E-002
dotproduct_o2        165649  5.674900000000000E-002
cached_o2        165649  4.350600000000000E-002
both_o2        165649  4.852400000000000E-002
builtin_o2        165649  2.911200000000000E-002
basic        166464  0.702592000000000     
dotproduct        166464  0.284733000000000     
cached        166464  0.656101000000000     
both        166464  0.465350000000000     
builtin        166464  0.741407000000000     
basic_o2        166464  2.464400000000000E-002
dotproduct_o2        166464  5.164299999999999E-002
cached_o2        166464  4.220400000000000E-002
both_o2        166464  4.612800000000000E-002
builtin_o2        166464  2.543400000000000E-002
basic        167281  0.706040000000000     
dotproduct        167281  0.302465000000000     
cached        167281  0.716786000000000     
both        167281  0.479704000000000     
builtin        167281  0.669085000000000     
basic_o2        167281  2.498500000000000E-002
dotproduct_o2        167281  5.244900000000000E-002
cached_o2        167281  3.928200000000000E-002
both_o2        167281  4.681900000000000E-002
builtin_o2        167281  2.646800000000000E-002
basic        168100  0.720521000000000     
dotproduct        168100  0.304652000000000     
cached        168100  0.661223000000000     
both        168100  0.489757000000000     
builtin        168100  0.670776000000000     
basic_o2        168100  2.583200000000000E-002
dotproduct_o2        168100  5.276000000000000E-002
cached_o2        168100  4.085300000000000E-002
both_o2        168100  4.638200000000000E-002
builtin_o2        168100  2.657000000000000E-002
basic        168921  0.684475000000000     
dotproduct        168921  0.293445000000000     
cached        168921  0.660136000000000     
both        168921  0.483803000000000     
builtin        168921  0.665093000000000     
basic_o2        168921  2.730100000000000E-002
dotproduct_o2        168921  5.015400000000000E-002
cached_o2        168921  4.114500000000000E-002
both_o2        168921  4.640400000000000E-002
builtin_o2        168921  2.666900000000000E-002
basic        169744  0.745187000000000     
dotproduct        169744  0.297884000000000     
cached        169744  0.659853000000000     
both        169744  0.489988000000000     
builtin        169744  0.666628000000000     
basic_o2        169744  2.605700000000000E-002
dotproduct_o2        169744  5.111200000000000E-002
cached_o2        169744  4.073300000000001E-002
both_o2        169744  4.566200000000000E-002
builtin_o2        169744  2.839200000000000E-002
basic        170569  0.712262000000000     
dotproduct        170569  0.296295000000000     
cached        170569  0.675756000000000     
both        170569  0.481580000000000     
builtin        170569  0.680402000000000     
basic_o2        170569  2.619500000000000E-002
dotproduct_o2        170569  5.888200000000000E-002
cached_o2        170569  4.238800000000000E-002
both_o2        170569  4.800300000000000E-002
builtin_o2        170569  2.766000000000000E-002
basic        171396  0.725218000000000     
dotproduct        171396  0.299705000000000     
cached        171396  0.666476000000000     
both        171396  0.487000000000000     
builtin        171396  0.673035000000000     
basic_o2        171396  2.770300000000000E-002
dotproduct_o2        171396  5.219600000000001E-002
cached_o2        171396  4.318800000000000E-002
both_o2        171396  4.590200000000000E-002
builtin_o2        171396  2.844700000000000E-002
basic        172225  0.714688000000000     
dotproduct        172225  0.300596000000000     
cached        172225  0.674535000000000     
both        172225  0.488682000000000     
builtin        172225  0.699619000000000     
basic_o2        172225  2.894600000000000E-002
dotproduct_o2        172225  5.428400000000000E-002
cached_o2        172225  4.475800000000000E-002
both_o2        172225  5.065100000000000E-002
builtin_o2        172225  2.830900000000000E-002
basic        173056  0.789571000000000     
dotproduct        173056  0.338409000000000     
cached        173056  0.688754000000000     
both        173056  0.528365000000000     
builtin        173056  0.693711000000000     
basic_o2        173056  2.759900000000000E-002
dotproduct_o2        173056  7.055499999999999E-002
cached_o2        173056  4.179200000000000E-002
both_o2        173056  6.069800000000000E-002
builtin_o2        173056  2.664200000000000E-002
basic        173889  0.731050000000000     
dotproduct        173889  0.315688000000000     
cached        173889  0.691799000000000     
both        173889  0.496723000000000     
builtin        173889  0.717774000000000     
basic_o2        173889  3.224100000000000E-002
dotproduct_o2        173889  6.690100000000000E-002
cached_o2        173889  5.301800000000000E-002
both_o2        173889  5.414400000000000E-002
builtin_o2        173889  2.844100000000000E-002
basic        174724  0.752297000000000     
dotproduct        174724  0.306551000000000     
cached        174724  0.689870000000000     
both        174724  0.517959000000000     
builtin        174724  0.695973000000000     
basic_o2        174724  2.811500000000000E-002
dotproduct_o2        174724  5.410900000000000E-002
cached_o2        174724  4.315400000000000E-002
both_o2        174724  5.060400000000000E-002
builtin_o2        174724  2.735300000000000E-002
basic        175561  0.772712000000000     
dotproduct        175561  0.329179000000000     
cached        175561  0.680068000000000     
both        175561  0.527928000000000     
builtin        175561  0.722969000000000     
basic_o2        175561  2.806300000000000E-002
dotproduct_o2        175561  6.166300000000000E-002
cached_o2        175561  4.404200000000000E-002
both_o2        175561  5.244699999999999E-002
builtin_o2        175561  2.818800000000000E-002
basic        176400  0.745805000000000     
dotproduct        176400  0.314051000000000     
cached        176400  0.701581000000000     
both        176400  0.502575000000000     
builtin        176400  0.727824000000000     
basic_o2        176400  2.864500000000000E-002
dotproduct_o2        176400  5.423300000000000E-002
cached_o2        176400  4.452700000000000E-002
both_o2        176400  4.835500000000000E-002
builtin_o2        176400  2.819000000000000E-002
basic        177241  0.757795000000000     
dotproduct        177241  0.321663000000000     
cached        177241  0.705047000000000     
both        177241  0.523098000000000     
builtin        177241  0.721203000000000     
basic_o2        177241  2.827000000000000E-002
dotproduct_o2        177241  5.856300000000000E-002
cached_o2        177241  4.516300000000000E-002
both_o2        177241  5.269600000000000E-002
builtin_o2        177241  2.966100000000000E-002
basic        178084  0.765025000000000     
dotproduct        178084  0.319558000000000     
cached        178084  0.721366000000000     
both        178084  0.537534000000000     
builtin        178084  0.730131000000000     
basic_o2        178084  2.894100000000000E-002
dotproduct_o2        178084  5.361399999999999E-002
cached_o2        178084  4.398600000000000E-002
both_o2        178084  5.128600000000000E-002
builtin_o2        178084  3.009400000000000E-002
basic        178929  0.791338000000000     
dotproduct        178929  0.333306000000000     
cached        178929  0.723381000000000     
both        178929  0.559031000000000     
builtin        178929  0.790607000000000     
basic_o2        178929  2.899200000000000E-002
dotproduct_o2        178929  6.212699999999999E-002
cached_o2        178929  4.608200000000000E-002
both_o2        178929  5.712399999999999E-002
builtin_o2        178929  3.019000000000000E-002
basic        179776  0.765028000000000     
dotproduct        179776  0.315299000000000     
cached        179776  0.718070000000000     
both        179776  0.501556000000000     
builtin        179776  0.738169000000000     
basic_o2        179776  2.829200000000000E-002
dotproduct_o2        179776  5.426400000000000E-002
cached_o2        179776  4.326700000000000E-002
both_o2        179776  5.269500000000001E-002
builtin_o2        179776  2.915000000000000E-002
basic        180625  0.759121000000000     
dotproduct        180625  0.321615000000000     
cached        180625  0.718464000000000     
both        180625  0.537731000000000     
builtin        180625  0.724164000000000     
basic_o2        180625  2.946800000000000E-002
dotproduct_o2        180625  5.623200000000000E-002
cached_o2        180625  4.324100000000000E-002
both_o2        180625  5.128600000000001E-002
builtin_o2        180625  2.893200000000000E-002
basic        181476  0.781307000000000     
dotproduct        181476  0.327649000000000     
cached        181476  0.716189000000000     
both        181476  0.529327000000000     
builtin        181476  0.741849000000000     
basic_o2        181476  3.175700000000000E-002
dotproduct_o2        181476  5.850300000000000E-002
cached_o2        181476  4.624499999999999E-002
both_o2        181476  5.269700000000000E-002
builtin_o2        181476  2.904600000000000E-002
basic        182329  0.841729000000000     
dotproduct        182329  0.342187000000000     
cached        182329  0.730448000000000     
both        182329  0.549838000000000     
builtin        182329  0.744015000000000     
basic_o2        182329  2.863600000000000E-002
dotproduct_o2        182329  6.075600000000000E-002
cached_o2        182329  4.507500000000000E-002
both_o2        182329  5.418600000000000E-002
builtin_o2        182329  3.125700000000000E-002
basic        183184  0.793167000000000     
dotproduct        183184  0.331506000000000     
cached        183184  0.747937000000000     
both        183184  0.563798000000000     
builtin        183184  0.816961000000000     
